Sandbox logs:

Activities log:
day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;15900;EMERALDS;9996;2;9995;29;;;10000;6;10004;2;10005;29;9998.0;0.0
-1;15900;TOMATOES;2023;31;;;;;2024;6;2025;2;2026;31;2023.5;0.0
-1;16000;EMERALDS;9996;2;9995;27;;;10002;6;10004;2;10005;27;9999.0;0.0
-1;16000;TOMATOES;2023;29;;;;;2025;2;2026;29;;;2024.0;0.0
-1;16100;EMERALDS;9995;21;;;;;10000;2;10002;10;10005;21;9997.5;0.0
-1;16100;TOMATOES;2022;21;;;;;2023;2;2026;21;;;2022.5;0.0
-1;16200;EMERALDS;9995;24;;;;;9998;1;10005;24;;;9996.5;0.0
-1;16200;TOMATOES;2022;24;;;;;2023;1;2026;24;;;2022.5;0.0
-1;16300;EMERALDS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;0.0
-1;16300;TOMATOES;2023;2;2022;23;;;2026;23;;;;;2024.5;0.0
-1;16400;EMERALDS;9996;2;9995;30;;;10002;3;10004;2;10005;30;9999.0;0.0
-1;16400;TOMATOES;2023;2;2022;30;;;2026;32;;;;;2024.5;0.0
-1;16500;EMERALDS;9996;2;9995;21;;;10002;7;10004;2;10005;21;9999.0;0.0
-1;16500;TOMATOES;2023;2;2022;21;;;2026;23;;;;;2024.5;0.0
-1;16600;EMERALDS;9998;4;9996;2;9995;28;10004;2;10005;28;;;10001.0;0.0
-1;16600;TOMATOES;2022;30;;;;;2023;1;2026;30;;;2022.5;0.0
-1;16700;EMERALDS;10002;1;9995;26;;;10005;26;;;;;10003.5;0.0
-1;16700;TOMATOES;2025;1;2022;26;;;2026;26;;;;;2025.5;0.0
-1;16800;EMERALDS;9995;26;;;;;10005;26;;;;;10000.0;0.0
-1;16800;TOMATOES;2022;26;;;;;2026;26;;;;;2024.0;0.0
-1;16900;EMERALDS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;0.0
-1;16900;TOMATOES;2023;1;2022;25;;;2026;26;;;;;2024.5;0.0
-1;17000;EMERALDS;9998;9;9995;29;;;10005;29;;;;;10001.5;0.0
-1;17000;TOMATOES;2023;29;;;;;2026;29;;;;;2024.5;0.0
-1;17100;EMERALDS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;0.0
-1;17100;TOMATOES;2023;23;;;;;2026;23;;;;;2024.5;0.0
-1;17200;EMERALDS;9998;3;9996;2;9995;22;10004;2;10005;22;;;10001.0;0.0
-1;17200;TOMATOES;2023;24;;;;;2026;24;;;;;2024.5;0.0
-1;17300;EMERALDS;9996;2;9995;23;;;10002;9;10004;2;10005;23;9999.0;0.0
-1;17300;TOMATOES;2023;25;;;;;2025;6;2026;25;;;2024.0;0.0
-1;17400;EMERALDS;10000;6;9998;7;9995;28;10005;28;;;;;10002.5;0.0
-1;17400;TOMATOES;2024;6;2023;28;;;2026;28;;;;;2025.0;0.0
-1;17500;EMERALDS;9995;26;;;;;10005;26;;;;;10000.0;0.0
-1;17500;TOMATOES;2023;26;;;;;2027;26;;;;;2025.0;0.0
-1;17600;EMERALDS;9998;6;9995;30;;;10005;30;;;;;10001.5;0.0
-1;17600;TOMATOES;2023;30;;;;;2026;30;;;;;2024.5;0.0
-1;17700;EMERALDS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;0.0
-1;17700;TOMATOES;2025;1;2023;29;;;2026;29;;;;;2025.5;0.0
-1;17800;EMERALDS;9996;2;9995;24;;;10002;5;10004;2;10005;24;9999.0;0.0
-1;17800;TOMATOES;2023;26;;;;;2026;2;2027;24;;;2024.5;0.0
-1;17900;EMERALDS;9995;23;;;;;10005;23;;;;;10000.0;0.0
-1;17900;TOMATOES;2023;23;;;;;2027;23;;;;;2025.0;0.0
-1;18000;EMERALDS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;0.0
-1;18000;TOMATOES;2023;27;;;;;2026;27;;;;;2024.5;0.0
-1;18100;EMERALDS;9995;20;;;;;10005;20;;;;;10000.0;0.0
-1;18100;TOMATOES;2023;20;;;;;2027;20;;;;;2025.0;0.0
-1;18200;EMERALDS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;0.0
-1;18200;TOMATOES;2024;21;;;;;2027;26;;;;;2025.5;0.0
-1;18300;EMERALDS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;0.0
-1;18300;TOMATOES;2023;25;;;;;2027;25;;;;;2025.0;0.0
-1;18400;EMERALDS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;0.0
-1;18400;TOMATOES;2024;25;;;;;2026;5;2027;25;;;2025.0;0.0
-1;18500;EMERALDS;9995;29;;;;;10000;2;10005;29;;;9997.5;0.0
-1;18500;TOMATOES;2024;29;;;;;2025;1;2027;29;;;2024.5;0.0
-1;18600;EMERALDS;10002;1;9995;20;;;10005;20;;;;;10003.5;0.0
-1;18600;TOMATOES;2024;20;;;;;2026;5;2027;20;;;2025.0;0.0
-1;18700;EMERALDS;9995;22;;;;;10005;22;;;;;10000.0;0.0
-1;18700;TOMATOES;2024;22;;;;;2027;22;;;;;2025.5;0.0
-1;18800;EMERALDS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;0.0
-1;18800;TOMATOES;2024;28;;;;;2027;28;;;;;2025.5;0.0
-1;18900;EMERALDS;9998;2;9995;22;;;10005;22;;;;;10001.5;0.0
-1;18900;TOMATOES;2024;22;;;;;2027;22;;;;;2025.5;0.0
-1;19000;EMERALDS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;0.0
-1;19000;TOMATOES;2024;18;;;;;2027;28;;;;;2025.5;0.0
-1;19100;EMERALDS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;0.0
-1;19100;TOMATOES;2024;28;;;;;2027;28;;;;;2025.5;0.0
-1;19200;EMERALDS;9996;1;9995;20;;;9998;1;10004;1;10005;20;9997.0;0.0
-1;19200;TOMATOES;2024;21;;;;;2027;21;;;;;2025.5;0.0
-1;19300;EMERALDS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;0.0
-1;19300;TOMATOES;2024;23;;;;;2027;23;;;;;2025.5;0.0
-1;19400;EMERALDS;9995;26;;;;;10005;26;;;;;10000.0;0.0
-1;19400;TOMATOES;2023;26;;;;;2027;26;;;;;2025.0;0.0
-1;19500;EMERALDS;9995;23;;;;;10005;23;;;;;10000.0;0.0
-1;19500;TOMATOES;2024;23;;;;;2027;23;;;;;2025.5;0.0
-1;19600;EMERALDS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;0.0
-1;19600;TOMATOES;2024;2;2023;27;;;2027;29;;;;;2025.5;0.0
-1;19700;EMERALDS;10002;1;9996;2;9995;30;10004;2;10005;30;;;10003.0;0.0
-1;19700;TOMATOES;2024;31;;;;;2026;7;2027;32;;;2025.0;0.0
-1;19800;EMERALDS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;0.0
-1;19800;TOMATOES;2024;31;;;;;2027;31;;;;;2025.5;0.0
-1;19900;EMERALDS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;0.0
-1;19900;TOMATOES;2024;32;;;;;2027;32;;;;;2025.5;0.0
-1;20000;EMERALDS;9995;27;;;;;10002;4;10005;27;;;9998.5;0.0
-1;20000;TOMATOES;2024;2;2023;27;;;2027;27;;;;;2025.5;0.0
-1;20100;EMERALDS;10002;1;9996;1;9995;30;10004;1;10005;30;;;10003.0;0.0
-1;20100;TOMATOES;2023;31;;;;;2025;4;2027;31;;;2024.0;0.0
-1;20200;EMERALDS;9995;29;;;;;9998;1;10005;29;;;9996.5;0.0
-1;20200;TOMATOES;2023;29;;;;;2027;29;;;;;2025.0;0.0
-1;20300;EMERALDS;9995;27;;;;;10005;27;;;;;10000.0;0.0
-1;20300;TOMATOES;2024;26;;;;;2027;27;;;;;2025.5;0.0
-1;20400;EMERALDS;9996;1;9995;28;;;10000;4;10004;1;10005;28;9998.0;0.0
-1;20400;TOMATOES;2024;30;;;;;2025;4;2027;29;;;2024.5;0.0
-1;20500;EMERALDS;10000;3;9996;2;9995;30;10004;2;10005;30;;;10002.0;0.0
-1;20500;TOMATOES;2025;4;2024;7;2023;30;2027;32;;;;;2026.0;0.0
-1;20600;EMERALDS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;0.0
-1;20600;TOMATOES;2023;28;;;;;2027;28;;;;;2025.0;0.0
-1;20700;EMERALDS;10002;1;10000;6;9998;4;10005;22;;;;;10003.5;0.0
-1;20700;TOMATOES;2025;6;2023;22;;;2027;22;;;;;2026.0;0.0
-1;20800;EMERALDS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;0.0
-1;20800;TOMATOES;2024;2;2023;22;;;2027;24;;;;;2025.5;0.0
-1;20900;EMERALDS;9995;23;;;;;10005;23;;;;;10000.0;0.0
-1;20900;TOMATOES;2026;1;2023;23;;;2027;23;;;;;2026.5;0.0
-1;21000;EMERALDS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;0.0
-1;21000;TOMATOES;2024;28;;;;;2027;28;;;;;2025.5;0.0
-1;21100;EMERALDS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;0.0
-1;21100;TOMATOES;2024;2;2023;22;;;2027;24;;;;;2025.5;0.0
-1;21200;EMERALDS;9995;22;;;;;9998;1;10005;22;;;9996.5;0.0
-1;21200;TOMATOES;2024;22;;;;;2027;22;;;;;2025.5;0.0
-1;21300;EMERALDS;9996;1;9995;29;;;10002;7;10004;1;10005;29;9999.0;0.0
-1;21300;TOMATOES;2024;1;2023;29;;;2027;30;;;;;2025.5;0.0
-1;21400;EMERALDS;9995;28;;;;;10005;28;;;;;10000.0;0.0
-1;21400;TOMATOES;2024;28;;;;;2027;28;;;;;2025.5;0.0
-1;21500;EMERALDS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;0.0
-1;21500;TOMATOES;2026;4;2024;21;;;2027;21;;;;;2026.5;0.0
-1;21600;EMERALDS;10002;12;9996;2;9995;25;10004;2;10005;25;;;10003.0;0.0
-1;21600;TOMATOES;2024;27;;;;;2027;2;2028;25;;;2025.5;0.0
-1;21700;EMERALDS;9998;8;9996;2;9995;29;10004;2;10005;29;;;10001.0;0.0
-1;21700;TOMATOES;2024;31;;;;;2027;31;;;;;2025.5;0.0
-1;21800;EMERALDS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;0.0
-1;21800;TOMATOES;2024;24;;;;;2028;24;;;;;2026.0;0.0
-1;21900;EMERALDS;10002;3;9996;1;9995;21;10004;1;10005;21;;;10003.0;0.0
-1;21900;TOMATOES;2024;22;;;;;2028;22;;;;;2026.0;0.0
-1;22000;EMERALDS;9995;21;;;;;10005;21;;;;;10000.0;0.0
-1;22000;TOMATOES;2024;21;;;;;2028;21;;;;;2026.0;0.0
-1;22100;EMERALDS;9996;2;9995;22;;;10002;7;10004;2;10005;22;9999.0;0.0
-1;22100;TOMATOES;2024;23;;;;;2027;24;;;;;2025.5;0.0
-1;22200;EMERALDS;9998;6;9996;1;9995;20;10004;1;10005;20;;;10001.0;0.0
-1;22200;TOMATOES;2024;21;;;;;2027;21;;;;;2025.5;0.0
-1;22300;EMERALDS;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;0.0
-1;22300;TOMATOES;2023;29;;;;;2026;1;2027;28;;;2024.5;0.0
-1;22400;EMERALDS;9996;2;9995;27;;;9998;1;10004;2;10005;27;9997.0;0.0
-1;22400;TOMATOES;2023;29;;;;;2026;29;;;;;2024.5;0.0
-1;22500;EMERALDS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;0.0
-1;22500;TOMATOES;2023;31;;;;;2026;31;;;;;2024.5;0.0
-1;22600;EMERALDS;10000;6;9998;6;9996;2;10004;2;10005;20;;;10002.0;0.0
-1;22600;TOMATOES;2024;6;2023;26;;;2026;22;;;;;2025.0;0.0
-1;22700;EMERALDS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;0.0
-1;22700;TOMATOES;2023;25;;;;;2026;26;;;;;2024.5;0.0
-1;22800;EMERALDS;9996;1;9995;27;;;9998;2;10004;1;10005;27;9997.0;0.0
-1;22800;TOMATOES;2023;27;;;;;2026;28;;;;;2024.5;0.0
-1;22900;EMERALDS;9996;2;9995;30;;;10002;8;10004;2;10005;30;9999.0;0.0
-1;22900;TOMATOES;2023;2;2022;30;;;2026;32;;;;;2024.5;0.0
-1;23000;EMERALDS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;0.0
-1;23000;TOMATOES;2022;22;;;;;2026;22;;;;;2024.0;0.0
-1;23100;EMERALDS;9998;8;9995;23;;;10005;23;;;;;10001.5;0.0
-1;23100;TOMATOES;2023;23;;;;;2026;23;;;;;2024.5;0.0
-1;23200;EMERALDS;9998;5;9996;2;9995;29;10004;2;10005;29;;;10001.0;0.0
-1;23200;TOMATOES;2023;2;2022;29;;;2024;3;2026;31;;;2023.5;0.0
-1;23300;EMERALDS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;0.0
-1;23300;TOMATOES;2023;30;;;;;2026;30;;;;;2024.5;0.0
-1;23400;EMERALDS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;0.0
-1;23400;TOMATOES;2023;30;;;;;2026;30;;;;;2024.5;0.0
-1;23500;EMERALDS;9998;8;9996;2;9995;28;10004;2;10005;28;;;10001.0;0.0
-1;23500;TOMATOES;2023;29;;;;;2025;4;2026;30;;;2024.0;0.0
-1;23600;EMERALDS;9995;27;;;;;10005;27;;;;;10000.0;0.0
-1;23600;TOMATOES;2022;27;;;;;2026;27;;;;;2024.0;0.0
-1;23700;EMERALDS;10002;1;9996;2;9995;21;10004;2;10005;21;;;10003.0;0.0
-1;23700;TOMATOES;2023;2;2022;21;;;2025;7;2026;23;;;2024.0;0.0
-1;23800;EMERALDS;9995;30;;;;;10005;30;;;;;10000.0;0.0
-1;23800;TOMATOES;2024;1;2022;30;;;2026;30;;;;;2025.0;0.0
-1;23900;EMERALDS;9995;30;;;;;10005;30;;;;;10000.0;0.0
-1;23900;TOMATOES;2025;1;2023;1;2022;30;2026;30;;;;;2025.5;0.0
-1;24000;EMERALDS;9998;9;9995;29;;;10005;29;;;;;10001.5;0.0
-1;24000;TOMATOES;2022;29;;;;;2026;29;;;;;2024.0;0.0
-1;24100;EMERALDS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;0.0
-1;24100;TOMATOES;2023;1;2022;25;;;2025;3;2026;26;;;2024.0;0.0
-1;24200;EMERALDS;9996;2;9995;28;;;10002;6;10004;2;10005;28;9999.0;0.0
-1;24200;TOMATOES;2023;30;;;;;2026;30;;;;;2024.5;0.0
-1;24300;EMERALDS;9996;2;9995;24;;;10002;1;10004;2;10005;24;9999.0;0.0
-1;24300;TOMATOES;2023;26;;;;;2026;26;;;;;2024.5;0.0
-1;24400;EMERALDS;10002;1;9998;4;9996;1;10004;1;10005;21;;;10003.0;0.0
-1;24400;TOMATOES;2025;1;2023;22;;;2026;22;;;;;2025.5;0.0
-1;24500;EMERALDS;10002;1;9996;1;9995;25;10004;1;10005;25;;;10003.0;0.0
-1;24500;TOMATOES;2022;26;;;;;2026;26;;;;;2024.0;0.0
-1;24600;EMERALDS;9995;24;;;;;9998;2;10005;24;;;9996.5;0.0
-1;24600;TOMATOES;2022;24;;;;;2024;2;2026;24;;;2023.0;0.0
-1;24700;EMERALDS;9995;25;;;;;10005;25;;;;;10000.0;0.0
-1;24700;TOMATOES;2023;25;;;;;2026;25;;;;;2024.5;0.0
-1;24800;EMERALDS;9995;23;;;;;10005;23;;;;;10000.0;0.0
-1;24800;TOMATOES;2022;23;;;;;2026;23;;;;;2024.0;0.0
-1;24900;EMERALDS;10002;1;9996;1;9995;22;10004;1;10005;22;;;10003.0;0.0
-1;24900;TOMATOES;2024;4;2022;23;;;2026;23;;;;;2025.0;0.0
-1;25000;EMERALDS;9995;23;;;;;10005;23;;;;;10000.0;0.0
-1;25000;TOMATOES;2023;23;;;;;2026;23;;;;;2024.5;0.0
-1;25100;EMERALDS;10002;1;9995;25;;;10005;25;;;;;10003.5;0.0
-1;25100;TOMATOES;2022;25;;;;;2024;4;2026;25;;;2023.0;0.0
-1;25200;EMERALDS;9996;1;9995;24;;;9998;5;10004;1;10005;24;9997.0;0.0
-1;25200;TOMATOES;2023;1;2022;24;;;2025;3;2026;25;;;2024.0;0.0
-1;25300;EMERALDS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;0.0
-1;25300;TOMATOES;2023;4;2022;22;;;2026;24;;;;;2024.5;0.0
-1;25400;EMERALDS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;0.0
-1;25400;TOMATOES;2025;8;2023;30;;;2026;30;;;;;2025.5;0.0
-1;25500;EMERALDS;9996;1;9995;20;;;9998;6;10002;9;10004;1;9997.0;0.0
-1;25500;TOMATOES;2022;21;;;;;2025;21;;;;;2023.5;0.0
-1;25600;EMERALDS;9996;1;9995;22;;;10002;7;10004;1;10005;22;9999.0;0.0
-1;25600;TOMATOES;2023;31;;;;;2026;23;;;;;2024.5;0.0
-1;25700;EMERALDS;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;0.0
-1;25700;TOMATOES;2023;32;;;;;2025;6;2026;32;;;2024.0;0.0
-1;25800;EMERALDS;10002;4;9995;24;;;10005;24;;;;;10003.5;0.0
-1;25800;TOMATOES;2023;23;;;;;2026;24;;;;;2024.5;0.0
-1;25900;EMERALDS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;0.0
-1;25900;TOMATOES;2023;25;;;;;2026;25;;;;;2024.5;0.0
-1;26000;EMERALDS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;0.0
-1;26000;TOMATOES;2023;22;;;;;2026;29;;;;;2024.5;0.0
-1;26100;EMERALDS;9998;7;9995;20;;;10005;20;;;;;10001.5;0.0
-1;26100;TOMATOES;2023;20;;;;;2026;20;;;;;2024.5;0.0
-1;26200;EMERALDS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;0.0
-1;26200;TOMATOES;2023;23;;;;;2026;23;;;;;2024.5;0.0
-1;26300;EMERALDS;9996;1;9995;29;;;9998;1;10004;1;10005;29;9997.0;0.0
-1;26300;TOMATOES;2023;30;;;;;2026;30;;;;;2024.5;0.0
-1;26400;EMERALDS;9995;22;;;;;10005;22;;;;;10000.0;0.0
-1;26400;TOMATOES;2023;27;;;;;2026;22;;;;;2024.5;0.0
-1;26500;EMERALDS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;0.0
-1;26500;TOMATOES;2023;24;;;;;2026;24;;;;;2024.5;0.0
-1;26600;EMERALDS;9996;2;9995;28;;;9998;1;10004;2;10005;28;9997.0;0.0
-1;26600;TOMATOES;2023;36;;;;;2026;30;;;;;2024.5;0.0
-1;26700;EMERALDS;9998;2;9996;1;9995;23;10004;1;10005;23;;;10001.0;0.0
-1;26700;TOMATOES;2023;24;;;;;2025;6;2026;24;;;2024.0;0.0
-1;26800;EMERALDS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;0.0
-1;26800;TOMATOES;2025;1;2023;30;;;2026;30;;;;;2025.5;0.0
-1;26900;EMERALDS;10002;1;9995;30;;;10005;30;;;;;10003.5;0.0
-1;26900;TOMATOES;2023;29;;;;;2026;30;;;;;2024.5;0.0
-1;27000;EMERALDS;9995;28;;;;;10002;1;10005;28;;;9998.5;0.0
-1;27000;TOMATOES;2023;30;;;;;2026;28;;;;;2024.5;0.0
-1;27100;EMERALDS;9995;24;;;;;10005;24;;;;;10000.0;0.0
-1;27100;TOMATOES;2023;27;;;;;2026;24;;;;;2024.5;0.0
-1;27200;EMERALDS;9998;2;9995;21;;;10005;21;;;;;10001.5;0.0
-1;27200;TOMATOES;2023;21;;;;;2025;2;2026;21;;;2024.0;0.0
-1;27300;EMERALDS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;0.0
-1;27300;TOMATOES;2025;1;2023;31;;;2026;31;;;;;2025.5;0.0
-1;27400;EMERALDS;9995;21;;;;;10005;21;;;;;10000.0;0.0
-1;27400;TOMATOES;2023;21;;;;;2026;21;;;;;2024.5;0.0
-1;27500;EMERALDS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;0.0
-1;27500;TOMATOES;2023;23;;;;;2025;6;2026;23;;;2024.0;0.0
-1;27600;EMERALDS;9998;5;9995;24;;;10005;24;;;;;10001.5;0.0
-1;27600;TOMATOES;2023;30;;;;;2026;24;;;;;2024.5;0.0
-1;27700;EMERALDS;9995;24;;;;;10005;24;;;;;10000.0;0.0
-1;27700;TOMATOES;2023;19;;;;;2026;24;;;;;2024.5;0.0
-1;27800;EMERALDS;9998;9;9996;2;9995;26;10004;2;10005;26;;;10001.0;0.0
-1;27800;TOMATOES;2023;28;;;;;2025;3;2026;28;;;2024.0;0.0
-1;27900;EMERALDS;9996;2;9995;27;;;10002;4;10004;2;10005;27;9999.0;0.0
-1;27900;TOMATOES;2025;1;2023;29;;;2026;29;;;;;2025.5;0.0
-1;28000;EMERALDS;9998;2;9995;28;;;10005;28;;;;;10001.5;0.0
-1;28000;TOMATOES;2023;28;;;;;2026;28;;;;;2024.5;0.0
-1;28100;EMERALDS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;0.0
-1;28100;TOMATOES;2023;26;;;;;2026;26;;;;;2024.5;0.0
-1;28200;EMERALDS;9996;1;9995;25;;;9998;2;10004;1;10005;25;9997.0;0.0
-1;28200;TOMATOES;2023;26;;;;;2025;5;2026;1;2027;25;2024.0;0.0
-1;28300;EMERALDS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;0.0
-1;28300;TOMATOES;2023;24;;;;;2024;2;2027;24;;;2023.5;0.0
-1;28400;EMERALDS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;0.0
-1;28400;TOMATOES;2023;24;;;;;2027;25;;;;;2025.0;0.0
-1;28500;EMERALDS;9998;10;9995;23;;;10005;23;;;;;10001.5;0.0
-1;28500;TOMATOES;2023;23;;;;;2027;23;;;;;2025.0;0.0
-1;28600;EMERALDS;10002;1;9996;2;9995;21;10004;2;10005;21;;;10003.0;0.0
-1;28600;TOMATOES;2023;23;;;;;2025;8;2027;23;;;2024.0;0.0
-1;28700;EMERALDS;9995;30;;;;;10005;30;;;;;10000.0;0.0
-1;28700;TOMATOES;2023;30;;;;;2027;30;;;;;2025.0;0.0
-1;28800;EMERALDS;9995;27;;;;;10005;27;;;;;10000.0;0.0
-1;28800;TOMATOES;2024;27;;;;;2027;27;;;;;2025.5;0.0
-1;28900;EMERALDS;9998;7;9996;1;9995;21;10004;1;10005;21;;;10001.0;0.0
-1;28900;TOMATOES;2024;26;;;;;2027;22;;;;;2025.5;0.0
-1;29000;EMERALDS;9995;24;;;;;10005;24;;;;;10000.0;0.0
-1;29000;TOMATOES;2024;23;;;;;2027;24;;;;;2025.5;0.0
-1;29100;EMERALDS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;0.0
-1;29100;TOMATOES;2024;31;;;;;2027;28;;;;;2025.5;0.0
-1;29200;EMERALDS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;0.0
-1;29200;TOMATOES;2026;1;2024;31;;;2027;31;;;;;2026.5;0.0
-1;29300;EMERALDS;9996;2;9995;30;;;10002;3;10004;2;10005;30;9999.0;0.0
-1;29300;TOMATOES;2024;32;;;;;2026;2;2027;32;;;2025.0;0.0
-1;29400;EMERALDS;10002;1;9996;1;9995;25;10004;1;10005;25;;;10003.0;0.0
-1;29400;TOMATOES;2024;25;;;;;2027;26;;;;;2025.5;0.0
-1;29500;EMERALDS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;0.0
-1;29500;TOMATOES;2024;31;;;;;2027;29;;;;;2025.5;0.0
-1;29600;EMERALDS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;0.0
-1;29600;TOMATOES;2024;2;2023;28;;;2025;3;2027;30;;;2024.5;0.0
-1;29700;EMERALDS;9996;1;9995;25;;;10002;4;10004;1;10005;25;9999.0;0.0
-1;29700;TOMATOES;2024;28;;;;;2027;26;;;;;2025.5;0.0
-1;29800;EMERALDS;9998;6;9996;1;9995;30;10004;1;10005;30;;;10001.0;0.0
-1;29800;TOMATOES;2024;31;;;;;2026;1;2027;1;2028;30;2025.0;0.0
-1;29900;EMERALDS;9995;21;;;;;10005;21;;;;;10000.0;0.0
-1;29900;TOMATOES;2025;8;2024;21;;;2028;21;;;;;2026.5;0.0

Trade History:
